tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo,churn
50,58.24,3015.98,1,0,104.57,anual,credito,fibra,0,1,2,centro,34,0,0
36,81.27,2957.2,1,2,202.42,mensual,debito,cable,0,1,4,norte,29,0,1
21,88.2,1895.88,0,2,225.15,mensual,debito,fibra,0,1,2,norte,44,0,1
11,82.46,973.57,6,2,105.67,mensual,credito,fibra,0,1,4,norte,38,0,1
20,60.03,1227.92,2,1,196.91,bianual,debito,movil,1,1,3,norte,42,0,0
11,78.6,638.99,1,2,171.5,mensual,debito,fibra,0,1,4,centro,43,0,1
14,66.4,880.46,2,0,180.13,mensual,debito,fibra,1,0,1,centro,52,0,1
50,42.76,2205.06,1,0,125.06,anual,debito,fibra,0,0,4,oeste,47,0,0
10,77.11,848.45,2,0,86.38,anual,debito,cable,1,1,1,oeste,29,0,1
4,67.63,213.64,4,0,67.28,mensual,transferencia,ninguno,0,0,1,centro,57,0,1
40,111.68,4462.92,3,2,54.79,mensual,credito,movil,0,0,1,norte,52,1,1
21,91.23,2055.43,2,0,215.54,anual,credito,movil,1,0,4,centro,63,1,0
33,77.8,2736.09,3,3,120.55,bianual,efectivo,movil,1,1,1,norte,66,1,1
11,69.49,804.1,1,1,62.76,bianual,credito,cable,0,1,3,centro,68,0,0
16,67.95,1193.85,0,0,170.12,mensual,transferencia,cable,1,0,2,norte,61,0,0
32,46.93,1544.42,2,1,96.06,mensual,debito,cable,1,0,3,centro,33,0,1
50,33.7,1769.7,3,0,87.45,anual,debito,ninguno,1,0,3,sur,24,0,0
30,49.29,1477.52,3,2,223.4,mensual,debito,fibra,1,1,2,centro,55,1,1
40,64.14,2493.35,2,0,53.46,anual,efectivo,cable,1,0,4,centro,29,0,0
38,27.1,1251.81,3,0,131.75,bianual,efectivo,movil,0,0,2,sur,29,1,0
20,55.2,1319.96,3,2,90.45,mensual,credito,fibra,0,0,1,oeste,58,0,0
21,60.54,1274.68,2,0,82.47,bianual,transferencia,movil,0,0,3,norte,55,0,0
31,61.12,1942.28,4,0,46.81,mensual,debito,movil,1,1,1,norte,28,0,0
3,53.09,179.86,1,0,122.98,bianual,credito,cable,0,0,2,centro,74,0,0
50,58.85,2948.9,1,1,76.3,mensual,debito,movil,0,1,3,sur,23,1,1
45,96.03,4332.93,2,0,149.57,bianual,credito,fibra,0,0,4,oeste,71,0,0
23,76.92,1910.03,2,1,117.65,mensual,debito,ninguno,1,1,3,centro,67,0,0
27,54.91,1354.41,2,0,104.37,mensual,credito,fibra,1,0,3,sur,55,1,1
24,63.77,1457.27,2,0,76.57,mensual,credito,fibra,1,0,3,centro,38,1,0
47,64.49,3143.14,2,2,191.54,anual,credito,cable,1,1,2,oeste,34,0,0
55,51.18,2837.33,1,0,156.78,bianual,debito,movil,1,1,4,norte,51,1,0
8,51.16,564.81,4,1,85.93,bianual,credito,cable,0,0,1,norte,26,0,0
30,83.19,2508.99,0,2,52.04,anual,debito,cable,1,1,1,oeste,65,1,0
1,57.44,104.94,3,2,25.6,mensual,debito,movil,1,1,1,oeste,45,0,1
33,45.3,1475.05,1,0,176.87,bianual,credito,cable,0,1,3,oeste,50,1,1
18,64.22,1323.12,4,2,165.46,mensual,debito,movil,0,1,2,sur,42,0,1
25,67.12,1787.37,2,0,172.33,anual,credito,fibra,1,1,1,centro,25,1,0
33,29.49,842.7,2,1,113.99,mensual,debito,ninguno,1,1,1,sur,59,1,1
24,64.27,1622.1,3,0,160.3,anual,credito,movil,1,1,3,centro,59,1,1
29,80.62,2467.25,4,0,171.36,mensual,credito,movil,1,1,3,norte,24,0,1
56,73.12,4095.63,3,1,116.51,mensual,debito,fibra,1,0,3,sur,38,1,0
59,105.14,6291.91,0,0,102.09,mensual,debito,ninguno,1,1,3,oeste,20,0,0
1,87.52,248.8,2,0,71.19,anual,credito,fibra,1,0,3,norte,38,0,0
28,91.08,2543.57,1,1,141.31,mensual,transferencia,fibra,0,1,4,norte,62,1,0
61,115.4,7085.83,2,0,147.96,bianual,debito,fibra,1,1,3,centro,52,0,0
39,78.65,3015.28,0,0,99.67,anual,debito,ninguno,0,1,3,centro,54,0,0
15,67.94,1088.84,0,1,105.56,bianual,transferencia,ninguno,1,0,2,sur,54,1,0
43,82.53,3441.22,0,0,109.14,mensual,debito,cable,0,1,3,centro,39,1,0
11,54.93,689.96,0,2,159.56,anual,debito,movil,1,0,1,oeste,42,0,1
2,66.94,324.18,1,4,51.28,mensual,debito,cable,1,1,1,centro,63,0,0
46,53.34,2353.78,1,0,64.74,bianual,efectivo,fibra,1,0,4,sur,61,0,0
38,72.16,2908.74,0,0,65.71,mensual,credito,cable,0,1,4,centro,45,1,0
55,53.27,2934.25,0,1,112.57,mensual,debito,fibra,0,1,2,sur,63,1,0
25,52.64,1247.55,0,1,135.76,mensual,credito,cable,1,1,2,norte,66,0,0
62,72.44,4474.9,1,2,66.56,mensual,debito,fibra,1,0,3,norte,42,0,0
31,62.52,1950.93,2,2,165.45,bianual,debito,fibra,1,0,3,sur,69,1,0
54,30.3,1598.03,0,1,193.13,mensual,efectivo,cable,0,1,1,sur,27,0,0
8,38.8,456.4,2,0,140.69,anual,credito,cable,1,0,3,norte,63,0,0
7,44.35,286.85,6,0,176.14,mensual,transferencia,movil,1,1,1,sur,51,0,1
57,49.11,2846.69,2,0,74.24,mensual,efectivo,cable,1,1,1,oeste,74,0,0
61,72.46,4683.69,0,0,75.43,bianual,debito,fibra,1,1,2,norte,30,0,0
68,68.94,4676.68,3,1,145.73,anual,debito,movil,1,1,3,oeste,22,1,0
24,84.18,1971.28,1,0,118.08,bianual,debito,fibra,0,1,2,norte,21,1,0
2,78.55,120.83,2,0,75.34,mensual,transferencia,movil,1,0,4,centro,25,0,1
71,84.29,6127.65,1,0,191.25,anual,credito,fibra,1,1,2,oeste,50,0,1
44,75.95,3339.48,1,0,134.94,anual,credito,fibra,1,0,3,norte,66,0,0
18,68.77,1278.12,1,1,155.11,anual,debito,cable,1,1,3,centro,68,1,1
55,84.79,4587.98,1,2,86.29,mensual,debito,movil,1,1,2,centro,62,1,1
66,81.55,5354.99,6,2,204.0,mensual,credito,fibra,1,0,2,centro,35,1,0
21,71.77,1630.99,0,0,112.2,mensual,debito,ninguno,1,0,2,norte,43,0,0
56,87.88,4754.1,2,0,170.95,anual,transferencia,cable,1,1,2,centro,20,1,0
57,22.78,1092.97,1,0,90.86,anual,efectivo,fibra,0,1,1,norte,50,0,0
37,59.77,2158.91,1,0,128.43,anual,efectivo,cable,0,1,3,sur,64,0,0
46,59.5,2696.27,1,1,147.89,mensual,credito,movil,1,0,1,norte,30,1,1
20,85.75,1689.78,2,0,219.77,anual,debito,cable,1,0,1,centro,49,0,0
67,93.29,6228.44,3,0,98.01,mensual,credito,fibra,0,1,4,centro,38,0,0
71,38.9,2770.13,2,0,130.13,bianual,debito,movil,1,0,3,norte,72,0,0
71,90.4,6375.58,0,1,149.59,mensual,efectivo,movil,0,1,2,centro,22,1,0
54,43.91,2541.01,2,0,49.26,anual,transferencia,movil,1,1,3,centro,62,0,1
4,44.46,283.24,1,0,11.28,mensual,debito,movil,1,1,1,sur,20,0,1
27,60.78,1633.31,4,1,70.21,mensual,transferencia,fibra,0,1,2,oeste,45,0,0
33,59.27,2071.7,1,2,168.36,mensual,debito,cable,0,1,2,norte,58,1,1
70,36.95,2282.45,1,0,205.82,mensual,transferencia,cable,1,1,2,norte,45,1,0
40,76.7,3114.94,1,1,73.85,mensual,credito,fibra,1,1,2,norte,54,0,0
39,77.23,3121.46,4,2,59.16,mensual,transferencia,cable,1,0,2,oeste,58,1,1
11,83.97,862.35,2,0,196.74,mensual,efectivo,fibra,1,1,2,centro,60,0,0
58,57.2,3387.83,0,1,91.73,bianual,debito,movil,1,0,2,norte,19,1,0
25,64.29,1537.75,2,0,101.41,mensual,credito,fibra,0,0,1,sur,41,1,0
7,64.45,497.81,1,1,192.96,mensual,debito,movil,1,0,1,sur,48,1,1
72,95.38,6716.96,2,2,184.74,anual,transferencia,fibra,1,0,2,oeste,67,1,0
14,15.0,324.72,2,0,166.7,anual,credito,movil,0,1,3,sur,55,0,0
2,47.78,102.34,1,0,34.43,mensual,efectivo,cable,1,0,4,norte,40,0,0
6,65.1,424.85,3,1,57.08,anual,efectivo,fibra,1,0,4,norte,67,1,0
33,45.46,1497.95,0,0,176.03,bianual,debito,fibra,0,0,2,centro,36,0,0
8,60.35,619.34,2,1,135.89,mensual,debito,cable,1,1,3,norte,68,1,1
61,62.73,3863.16,3,0,81.11,mensual,credito,fibra,0,0,2,oeste,54,0,1
37,53.16,2086.45,0,1,102.77,mensual,debito,movil,0,1,1,oeste,65,0,1
24,66.16,1529.0,3,1,175.55,bianual,debito,movil,0,1,3,centro,51,0,0
1,76.31,150.54,0,1,196.38,mensual,credito,cable,1,1,1,centro,65,0,1
35,60.75,2321.4,0,0,119.7,mensual,credito,fibra,1,0,1,norte,62,1,0
11,56.84,825.56,0,1,85.65,bianual,credito,fibra,1,1,4,norte,49,0,0
71,62.02,4102.6,4,0,106.23,bianual,debito,cable,1,0,4,norte,45,0,0
21,64.87,1388.07,2,1,187.15,mensual,debito,cable,1,1,3,centro,45,1,1
35,33.67,1007.51,3,1,186.18,mensual,debito,cable,1,1,3,norte,75,1,0
2,73.31,106.24,3,0,129.71,anual,transferencia,cable,0,1,3,centro,54,0,0
10,56.88,509.21,1,0,93.53,anual,credito,cable,1,1,3,centro,47,0,0
15,87.71,1394.21,1,0,174.14,mensual,credito,cable,1,0,3,oeste,38,1,1
4,75.64,292.01,1,2,201.15,mensual,efectivo,cable,1,1,1,centro,18,0,1
53,86.06,4478.41,3,0,47.32,bianual,efectivo,movil,1,0,4,centro,28,1,0
69,46.8,3298.88,1,0,108.38,anual,debito,fibra,1,0,1,sur,53,0,0
71,58.32,4022.18,0,0,177.8,mensual,transferencia,fibra,1,1,3,oeste,20,1,0
20,42.64,766.01,1,0,123.68,bianual,debito,fibra,1,1,4,norte,64,1,0
57,52.31,2941.73,2,0,95.57,anual,transferencia,fibra,1,1,1,norte,39,0,0
37,87.54,3220.75,0,0,129.26,bianual,debito,cable,1,1,1,centro,48,0,0
4,91.77,394.17,2,0,138.54,mensual,debito,movil,1,1,2,oeste,52,1,1
7,44.33,338.86,1,1,63.66,mensual,efectivo,cable,0,1,2,norte,36,0,0
40,56.75,2201.18,1,0,124.54,anual,credito,ninguno,1,1,1,oeste,54,0,0
31,63.63,2006.78,2,0,138.37,mensual,debito,fibra,1,0,3,sur,51,0,0
1,75.54,90.7,1,1,95.46,mensual,efectivo,fibra,0,0,4,centro,38,1,1
67,33.32,2238.5,4,0,81.03,anual,debito,fibra,1,0,1,centro,59,0,0
53,36.15,1736.6,1,2,93.11,anual,debito,cable,0,0,4,centro,34,0,0
37,73.81,2789.7,2,0,71.45,mensual,credito,fibra,1,1,3,oeste,56,0,1
72,29.92,2228.23,1,1,162.53,mensual,transferencia,fibra,1,1,2,sur,19,0,0
70,56.96,4080.56,2,0,70.82,anual,credito,fibra,0,1,3,centro,42,1,0
71,67.92,4842.88,0,1,129.45,anual,credito,movil,1,0,1,centro,43,0,0
19,72.48,1507.5,0,3,101.29,mensual,credito,fibra,0,1,4,centro,41,1,1
64,62.45,4056.93,1,1,84.69,mensual,credito,fibra,1,1,1,oeste,71,0,1
37,58.42,2113.85,1,1,188.57,mensual,credito,cable,1,0,1,sur,67,1,1
53,80.2,4244.98,6,0,113.46,bianual,debito,fibra,1,0,3,norte,61,1,0
62,70.13,4281.14,1,2,86.53,anual,debito,cable,1,1,1,centro,33,1,0
12,53.35,523.22,2,1,81.74,anual,transferencia,cable,0,0,1,norte,42,0,0
33,65.68,2252.96,1,1,136.95,anual,transferencia,movil,1,1,2,sur,41,0,0
10,71.9,689.83,0,0,161.33,mensual,credito,movil,1,1,3,centro,62,0,0
21,95.93,2098.88,1,0,183.54,mensual,debito,fibra,0,0,2,norte,58,1,1
30,79.15,2599.62,2,4,111.62,mensual,credito,movil,0,0,4,oeste,26,1,1
62,86.86,5512.03,5,0,108.61,mensual,debito,cable,1,1,4,sur,43,0,0
63,54.01,3288.41,3,0,126.55,mensual,credito,movil,1,0,2,sur,54,0,0
29,55.56,1544.82,2,0,128.36,mensual,credito,cable,1,1,3,centro,42,0,0
24,60.76,1528.1,3,1,81.4,bianual,credito,fibra,1,0,3,norte,21,0,1
39,62.42,2485.88,2,1,193.12,mensual,debito,cable,1,0,2,centro,25,0,0
66,46.86,3253.12,4,0,121.11,bianual,efectivo,ninguno,0,1,2,norte,77,0,0
71,87.79,6190.49,1,1,146.74,anual,debito,ninguno,0,1,1,centro,49,1,0
17,80.9,1224.97,1,0,141.22,anual,debito,fibra,0,0,4,sur,26,0,1
14,59.5,722.9,1,1,140.2,mensual,credito,cable,1,0,3,centro,78,0,1
51,76.55,4048.0,2,0,69.8,mensual,transferencia,movil,0,0,2,norte,75,0,0
22,69.01,1538.73,1,0,119.68,anual,transferencia,fibra,1,0,1,oeste,70,0,0
15,77.96,1270.75,1,1,234.04,mensual,credito,cable,0,0,1,sur,51,0,0
3,40.8,83.26,3,0,199.36,mensual,credito,ninguno,0,1,1,sur,65,0,0
30,62.38,1785.02,1,0,127.85,anual,credito,cable,1,1,2,norte,78,0,0
29,63.96,1935.13,3,2,101.66,mensual,debito,fibra,0,1,3,norte,47,0,0
41,76.23,2967.46,2,2,9.11,mensual,debito,fibra,1,1,4,norte,78,1,1
15,53.69,865.43,2,3,95.13,bianual,credito,cable,0,1,3,norte,68,1,0
52,20.0,1236.12,3,0,116.08,mensual,credito,cable,1,1,1,centro,56,0,1
49,45.53,1961.17,0,0,104.13,mensual,credito,movil,0,1,1,centro,73,0,1
34,63.9,2061.29,1,0,107.62,mensual,efectivo,movil,0,1,3,norte,42,1,1
14,66.15,924.72,0,1,151.12,bianual,credito,fibra,1,1,3,norte,31,0,0
37,95.31,3471.73,1,2,69.98,bianual,transferencia,movil,1,0,1,norte,76,1,1
49,75.49,3685.09,2,1,133.63,mensual,efectivo,fibra,1,1,3,centro,48,0,1
27,66.47,2061.27,1,0,114.49,mensual,debito,fibra,1,1,1,norte,59,0,1
19,64.42,1146.8,0,1,75.88,anual,credito,cable,1,1,3,norte,70,0,0
37,84.88,3116.23,2,0,203.71,mensual,transferencia,cable,0,0,4,sur,27,1,1
26,54.38,1296.4,2,3,157.39,mensual,credito,fibra,1,0,1,centro,68,0,1
29,62.47,1643.95,2,0,80.68,mensual,efectivo,cable,0,1,2,norte,60,0,0
26,45.39,1233.59,0,0,145.86,mensual,credito,movil,0,1,4,centro,71,0,1
22,90.54,1798.01,2,0,50.53,anual,efectivo,cable,0,0,3,centro,31,1,1
52,72.06,3591.38,2,1,86.83,mensual,debito,fibra,1,0,3,centro,76,1,1
34,52.26,1782.31,5,1,186.38,mensual,transferencia,ninguno,1,0,4,sur,25,0,0
34,62.94,2210.48,1,1,137.58,mensual,debito,fibra,1,1,2,sur,35,1,0
48,74.17,3456.11,2,0,133.56,mensual,debito,fibra,1,0,3,oeste,49,0,1
27,60.49,1544.52,1,0,169.35,bianual,debito,fibra,0,1,2,centro,53,0,0
8,55.38,246.97,1,2,150.56,mensual,credito,fibra,0,0,4,norte,70,0,1
62,53.22,3360.8,1,0,106.7,mensual,debito,fibra,1,0,2,centro,27,0,0
5,71.1,359.74,4,1,166.82,mensual,debito,fibra,1,0,1,centro,75,0,0
42,58.56,2460.74,2,0,35.55,bianual,credito,cable,0,0,4,oeste,50,1,0
20,56.83,979.22,2,4,86.63,anual,credito,fibra,1,1,2,centro,59,0,1
16,40.95,752.61,1,0,115.15,mensual,credito,fibra,1,0,3,centro,22,1,1
4,66.4,205.55,1,0,147.39,mensual,credito,cable,0,1,2,sur,28,1,0
65,61.74,4119.84,3,0,103.75,anual,transferencia,fibra,1,1,2,centro,43,0,0
31,59.21,1756.8,4,0,30.8,anual,transferencia,cable,1,1,1,norte,51,0,1
25,68.58,1753.65,1,0,23.78,mensual,credito,fibra,1,1,1,oeste,49,1,0
54,78.46,4146.27,3,1,116.6,mensual,transferencia,movil,0,0,1,centro,27,0,1
3,77.63,348.31,0,2,96.11,anual,transferencia,ninguno,0,1,2,centro,60,1,0
41,74.95,2927.81,1,0,74.5,mensual,credito,fibra,1,1,4,centro,31,0,0
36,60.67,2220.27,3,1,66.14,anual,debito,cable,1,1,1,norte,31,1,1
40,54.79,2045.11,3,0,126.69,mensual,debito,movil,0,1,3,norte,24,0,0
9,46.21,364.58,1,1,185.11,anual,credito,cable,1,1,3,centro,71,0,0
69,54.32,3824.79,3,2,126.69,anual,efectivo,fibra,1,0,3,centro,59,1,0
18,65.35,1039.36,2,1,185.78,bianual,debito,fibra,0,1,3,oeste,19,0,0
49,50.85,2547.91,0,0,101.3,anual,credito,cable,0,1,4,centro,25,0,0
54,66.73,3694.08,1,0,142.17,mensual,debito,cable,1,0,2,sur,55,0,0
25,47.62,950.33,4,1,187.6,anual,credito,movil,1,0,3,centro,57,0,1
10,35.1,408.08,0,2,112.11,anual,transferencia,fibra,0,0,4,centro,73,0,0
22,79.75,1889.58,1,1,121.3,mensual,transferencia,fibra,1,1,3,centro,76,0,1
59,56.46,3241.34,0,1,101.28,mensual,efectivo,fibra,1,1,4,centro,70,0,1
66,49.93,3192.24,0,2,149.63,mensual,credito,cable,1,0,4,centro,69,0,0
68,45.31,2885.96,1,1,165.11,anual,credito,cable,0,1,2,oeste,49,0,0
17,72.61,1118.99,0,0,137.56,mensual,efectivo,fibra,1,0,4,sur,75,0,1
44,89.75,4071.27,1,0,108.53,mensual,transferencia,cable,1,1,2,centro,26,0,0
11,57.74,585.04,2,1,45.01,anual,efectivo,movil,1,1,4,norte,54,1,1
52,61.12,3238.23,0,0,117.58,bianual,debito,movil,0,1,1,oeste,23,1,0
30,84.29,2453.76,0,1,110.4,mensual,debito,movil,1,0,4,sur,64,0,0
52,32.41,1671.87,2,0,131.8,mensual,debito,cable,0,0,4,centro,61,1,0
50,100.4,5169.51,1,3,125.84,bianual,transferencia,movil,1,0,2,centro,78,1,0
72,108.99,8008.89,0,0,198.62,bianual,debito,cable,0,0,1,sur,25,0,0
36,16.29,604.79,2,0,85.18,mensual,transferencia,fibra,1,1,3,norte,61,0,0
25,63.24,1556.06,3,3,41.24,mensual,credito,ninguno,1,0,3,centro,21,0,1
38,52.06,1883.43,3,0,62.87,mensual,transferencia,fibra,1,1,2,sur,23,0,1
12,60.23,819.01,3,1,88.32,mensual,transferencia,fibra,1,1,3,sur,45,1,1
9,57.47,502.86,3,1,174.1,mensual,credito,fibra,1,0,3,centro,76,0,0
38,79.61,3180.61,1,1,55.14,anual,debito,cable,1,1,2,centro,29,1,1
60,62.97,3576.3,3,1,61.81,anual,credito,cable,1,0,2,norte,36,0,0
39,48.6,1843.58,2,0,140.7,anual,efectivo,cable,1,0,1,centro,67,0,0
57,61.9,3510.64,0,0,162.47,bianual,debito,fibra,1,0,3,oeste,78,0,0
13,74.27,1026.94,2,0,42.54,anual,debito,fibra,1,0,3,sur,51,0,0
33,43.69,1286.64,3,0,31.4,mensual,transferencia,fibra,1,1,4,sur,38,0,0
45,35.37,1575.33,0,0,80.67,mensual,debito,fibra,0,0,2,centro,70,0,0
26,100.87,2739.51,1,0,152.87,anual,debito,fibra,0,0,1,norte,48,0,1
2,53.44,144.65,6,0,127.16,anual,transferencia,fibra,1,1,1,oeste,41,0,0
6,62.53,415.32,1,0,82.5,mensual,transferencia,ninguno,1,0,4,norte,32,0,0
67,57.84,3777.71,3,1,156.97,mensual,debito,movil,0,0,4,centro,74,1,0
44,74.87,3268.2,2,0,126.22,anual,efectivo,fibra,1,0,4,centro,45,0,0
20,96.91,1815.24,2,0,114.62,mensual,transferencia,fibra,1,1,2,centro,77,1,0
19,75.44,1554.9,2,0,39.28,anual,debito,movil,0,1,4,oeste,29,0,0
3,37.67,163.77,0,2,81.47,mensual,credito,cable,1,0,3,centro,51,0,0
69,40.09,2781.57,2,0,217.85,anual,transferencia,movil,0,0,1,oeste,43,1,1
8,57.82,483.9,2,0,103.19,mensual,credito,movil,0,1,2,centro,29,1,0
55,60.17,3455.05,1,0,72.16,mensual,credito,fibra,0,0,4,oeste,77,0,0
18,34.0,854.14,2,2,100.89,anual,credito,fibra,1,0,1,norte,21,0,0
25,79.75,2003.6,3,2,125.95,mensual,debito,fibra,1,1,3,oeste,19,0,1
20,45.45,918.93,3,2,164.17,mensual,credito,cable,1,1,1,centro,74,1,1
60,91.88,5560.47,3,1,151.05,mensual,debito,movil,1,0,3,oeste,33,0,1
3,97.77,467.67,0,0,86.17,mensual,transferencia,fibra,1,1,2,sur,49,0,0
26,60.53,1666.89,2,1,183.58,mensual,debito,movil,0,0,1,centro,24,1,1
21,72.9,1578.82,2,0,160.73,mensual,debito,cable,1,0,1,centro,30,0,0
20,42.82,949.15,1,0,97.74,mensual,debito,cable,1,1,1,centro,68,1,0
14,76.23,1117.31,2,2,113.59,anual,transferencia,cable,1,0,4,centro,40,1,0
66,56.03,3530.51,1,1,150.03,bianual,credito,cable,1,1,4,oeste,69,0,0
28,45.43,1400.49,3,1,173.74,mensual,credito,cable,1,0,1,sur,74,1,0
31,59.79,1758.02,1,0,44.07,bianual,credito,movil,0,1,2,centro,77,1,0
28,56.62,1575.1,2,1,123.52,bianual,credito,cable,1,1,1,oeste,76,1,0
71,59.15,4106.79,0,1,118.44,anual,efectivo,fibra,0,0,3,centro,43,0,0
25,82.09,2020.78,1,1,91.47,anual,debito,cable,0,1,4,sur,30,0,0
25,50.86,1300.27,2,1,91.21,mensual,debito,cable,1,1,3,centro,64,0,0
24,96.23,2472.57,0,0,172.72,mensual,transferencia,movil,0,1,4,centro,48,0,0
24,41.15,937.05,0,2,146.73,bianual,credito,fibra,1,1,4,oeste,27,0,0
7,94.08,834.16,3,1,225.33,bianual,credito,fibra,1,1,4,norte,67,1,0
44,46.7,1862.64,0,1,91.51,mensual,debito,fibra,1,1,2,sur,70,1,1
2,64.98,50.0,2,1,126.86,mensual,transferencia,movil,1,0,1,norte,62,0,0
17,56.18,853.4,0,4,135.49,mensual,efectivo,cable,1,1,2,norte,46,0,1
15,58.81,973.95,0,1,164.8,mensual,credito,fibra,1,1,1,norte,57,0,1
21,79.42,1556.14,2,1,187.92,bianual,debito,cable,1,1,2,centro,26,1,1
55,92.0,4910.37,1,0,124.68,mensual,debito,cable,0,0,3,sur,68,0,0
44,86.43,4018.5,2,1,65.26,anual,debito,cable,1,0,1,sur,72,0,0
72,57.71,4139.2,0,1,84.46,anual,credito,fibra,0,0,4,oeste,67,1,0
26,68.32,1954.84,1,1,127.14,mensual,credito,cable,1,1,4,oeste,45,0,1
67,50.92,3535.45,1,0,176.14,anual,credito,fibra,1,1,2,centro,54,0,0
4,47.15,285.37,3,1,47.68,mensual,debito,fibra,1,1,2,norte,19,1,0
37,44.37,1792.7,1,0,61.5,mensual,debito,cable,1,1,4,centro,47,1,1
58,57.12,3280.65,3,2,157.86,mensual,efectivo,fibra,0,0,4,oeste,53,0,1
39,69.49,2571.54,3,0,55.32,mensual,debito,fibra,1,1,4,oeste,67,1,0
68,30.59,2142.27,5,0,63.75,anual,efectivo,fibra,1,1,2,sur,72,0,0
23,64.17,1433.66,0,1,176.83,mensual,credito,cable,1,0,2,oeste,64,0,0
3,92.29,349.03,2,1,108.93,anual,debito,movil,1,1,3,sur,28,0,0
56,85.19,4878.92,5,2,105.11,anual,credito,movil,1,1,3,centro,29,0,0
5,54.47,175.67,3,1,188.41,bianual,efectivo,fibra,0,1,1,oeste,71,1,0
56,39.86,2161.2,0,1,66.85,anual,transferencia,fibra,1,1,1,norte,48,1,0
53,73.28,3873.16,3,2,56.8,anual,debito,ninguno,1,0,1,sur,67,0,0
61,23.29,1573.08,4,1,201.46,mensual,debito,fibra,1,0,2,centro,54,0,0
35,84.98,2880.04,2,0,131.67,mensual,credito,movil,1,0,2,sur,20,1,1
65,61.16,4195.49,1,1,153.99,anual,debito,fibra,1,0,1,oeste,76,0,0
13,97.96,1076.12,1,0,104.45,anual,debito,cable,1,1,1,sur,71,1,1
32,33.91,1279.39,2,0,114.67,anual,efectivo,cable,1,1,2,oeste,47,1,0
9,81.53,762.55,5,0,84.81,mensual,credito,cable,1,0,4,norte,34,1,1
56,63.19,3602.77,3,0,135.91,mensual,transferencia,cable,1,1,1,oeste,34,0,0
52,59.04,3139.15,3,0,161.57,mensual,credito,fibra,1,1,3,centro,67,1,0
59,40.34,2102.2,2,0,129.8,mensual,debito,fibra,0,0,3,norte,29,0,0
56,75.72,4206.33,2,1,173.05,anual,debito,cable,1,1,3,norte,53,1,0
23,77.17,1757.28,3,1,153.12,mensual,transferencia,movil,0,1,4,norte,74,0,1
5,97.13,631.1,4,0,67.58,mensual,credito,cable,1,1,2,centro,49,1,0
67,83.14,5560.5,5,0,112.76,mensual,credito,cable,0,0,1,oeste,51,0,1
36,54.31,2126.21,2,0,97.58,anual,debito,ninguno,0,1,1,centro,45,0,0
7,46.93,547.09,0,1,157.67,mensual,credito,fibra,0,0,2,centro,33,1,0
67,40.37,2775.27,2,0,143.08,mensual,debito,fibra,1,1,3,centro,33,0,0
72,91.52,6612.72,1,0,126.37,anual,debito,fibra,0,0,3,oeste,43,1,0
33,50.99,1560.13,2,1,170.68,anual,efectivo,movil,0,0,4,centro,46,1,0
56,91.64,5209.39,5,0,26.72,mensual,transferencia,fibra,1,0,1,centro,19,0,1
3,74.45,187.01,1,0,89.84,mensual,transferencia,fibra,1,1,3,norte,69,0,0
7,70.94,665.89,2,2,94.09,mensual,transferencia,fibra,0,0,2,norte,18,0,0
20,59.48,1016.19,4,0,132.59,anual,credito,fibra,0,0,3,norte,32,0,0
48,76.89,3612.32,0,0,147.64,mensual,debito,fibra,0,1,1,oeste,38,1,0
10,64.72,761.32,2,1,119.93,anual,credito,fibra,1,1,1,centro,75,0,0
3,58.35,384.28,1,2,54.25,mensual,debito,fibra,1,1,3,oeste,61,0,1
49,77.53,3888.65,2,1,140.34,anual,transferencia,cable,1,1,2,sur,27,0,0
56,62.41,3651.4,0,0,126.4,anual,transferencia,fibra,0,1,4,norte,62,0,0
54,50.63,2759.39,1,0,46.56,bianual,credito,fibra,0,1,3,norte,48,0,0
58,75.8,4604.9,2,0,105.23,mensual,credito,fibra,1,0,2,sur,18,1,0
58,63.85,3737.24,2,0,138.7,mensual,debito,cable,0,0,2,oeste,43,1,1
44,73.8,3314.18,0,1,202.66,mensual,debito,cable,1,0,3,norte,59,0,0
38,56.83,2190.43,4,1,65.55,mensual,debito,fibra,0,1,2,oeste,47,0,0
62,43.24,2655.58,0,0,159.51,mensual,efectivo,fibra,1,1,3,sur,64,0,0
26,96.23,2559.86,0,0,66.18,mensual,debito,fibra,1,0,3,norte,78,0,1
8,92.84,779.76,1,1,56.47,anual,efectivo,movil,0,1,4,norte,32,0,1
55,80.91,4511.44,1,0,59.42,bianual,credito,ninguno,0,0,2,norte,53,1,0
20,58.02,898.29,0,2,150.25,anual,credito,cable,1,1,3,centro,27,0,0
71,59.59,4133.55,2,1,126.49,mensual,debito,movil,1,0,2,oeste,42,1,0
30,89.88,2640.89,2,2,104.27,anual,debito,fibra,1,1,1,oeste,61,1,0
62,58.63,3462.8,1,0,142.89,anual,credito,cable,0,1,1,norte,47,0,0
4,53.61,109.1,3,1,122.04,anual,credito,cable,1,0,1,centro,52,0,1
48,98.7,4829.07,0,0,125.53,mensual,credito,fibra,0,1,2,sur,47,0,0
33,64.14,2161.08,0,1,104.82,bianual,debito,movil,1,1,1,sur,42,0,1
